X,Y,OBJECTID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005
139.650437198435782,35.662889798639696,174,松原保育園,保育園,私立保育園,松原5-33-16, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011742.html
139.657282040782576,35.66545025455607,175,グローバルキッズ東松原駅前保育園,保育園,認証保育所,羽根木1-31-21,ドクターズプラザ羽根木,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00015406.html
139.666932316631915,35.663275893103652,176,ベビールーム下北沢,保育園,認証保育所,北沢2-29-12, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011874.html
139.666085800033045,35.661478463462188,177,マミーナ下北沢,保育園,認証保育所,北沢2-23-10,ウエストフロント2階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011873.html
139.65402496367139,35.646557603333015,178,蓮美幼児学園世田谷ナーサリー,保育園,認証保育所,若林4-31-17,木村ビル3・4階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011869.html
139.649568749777075,35.656751474763517,179,豪徳寺保育園病後児保育室きてぃるーむ,保育園,病児・病後児保育室,松原6-41-8, , 
139.654299136011105,35.654042038045105,180,保育室SUKUSUKU,保育園,保育室,梅丘1-8-9, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011801.html
139.65226793521083,35.65041592572728,181,円光院幼稚園(認定こども園),保育園,私立認定こども園,梅丘2-19-8, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00141151.html
139.65399467721403,35.64953516166613,182,太子堂なごみ保育園分園うめがおか,保育園,私立保育園,梅丘2-11-9, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00125111.html
139.660400849047193,35.665100263841111,183,羽根木のぞみ保育園,保育園,私立保育園,羽根木1-7-11, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00138955.html
139.666731731425159,35.662213978210247,184,ドレミファ保育室,保育園,保育室,北沢2-26-23, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011802.html
139.666599274513004,35.66196077935696,185,病児・病後児保育室下北沢ひよこ園,保育園,病児・病後児保育室,北沢2-26-25,2Ｆ, 
139.672887466323374,35.6527940525825,186,三宿保育園,保育園,区立保育園,三宿2-37-3, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00129685.html
139.674467224666842,35.652434605246448,187,下馬鳩ぽっぽ保育園分園 野の花園,保育園,私立保育園,三宿2-26-25, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00033353.html
139.673525037155258,35.647299394888236,188,太子堂なごみ保育園,保育園,私立保育園,太子堂2-3-10, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00031206.html
139.683745311517953,35.649006206759253,189,なかよし保育室,保育園,保育室,池尻2-28-12, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011798.html
139.670544100454009,35.651149323751255,190,都市型保育園ポポラー東京三軒茶屋園,保育園,認証保育所,太子堂3-37-1,D201号 グランドヒルズ三軒茶屋ヒルトップガーデン内,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00017423.html
139.681488747818236,35.64940097979261,191,蓮美幼児学園池尻ナーサリー,保育園,認証保育所,池尻3-20-1,ロアール池尻1階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011866.html
139.67357394145975,35.665164611155575,192,東北沢ききょう保育園,保育園,私立保育園,北沢1-20-11, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00036835.html
139.682469292554202,35.646637872692807,193,池尻保育園,保育園,区立保育園,池尻2-3-11, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00139543.html
139.675567497778246,35.651770115635806,194,遊愛保育園,保育園,私立保育園,三宿2-16-32, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00138817.html
139.679810118197395,35.648439878277244,195,わらべうた三宿保育園,保育園,認証保育所,池尻3-23-2,2Ｆ,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00131240.html
139.668694573790873,35.657633822788327,196,代沢みこころ保育園,保育園,私立保育園,代沢2-27-1, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00134579.html
139.596673072365945,35.672592605863599,197,西之谷保育園,保育園,区立保育園,北烏山6-12-21, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011791.html
139.589315678621887,35.675699816281998,198,せたがや小鳥の森保育園,保育園,私立保育園,北烏山8-9-13, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00031238.html
139.601319559878817,35.666911112270355,199,京王キッズプラッツ烏山,保育園,認証保育所,南烏山5-17-5,子育てステーション烏山2階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00019355.html
139.599794785156433,35.667865601559377,200,ゆらりん千歳烏山保育園,保育園,認証保育所,南烏山6-6-2,サンマルシェビル3階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011888.html
139.599702246568967,35.671988744174406,201,ラフ・クルー烏山保育園,保育園,認証保育所,南烏山6-38-9,ステラ21 1階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00022618.html
139.59805945593348,35.669867684358366,202,烏山保育園,保育園,私立保育園,南烏山6-22-14, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011789.html
139.59163750975415,35.674973668512365,203,烏山いちご保育園,保育園,私立保育園,北烏山8-1-5, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00138957.html
139.597844190735344,35.668392530164283,204,病児・病後児保育室ポピンズルーム千歳烏山,保育園,病児・病後児保育室,南烏山6-12-12,12号棟2階, 
139.597920333378084,35.668342652940545,205,ポピンズナーサリースクール千歳烏山,保育園,認証保育所,南烏山6-12-12,コーシャハイム千歳烏山12号棟2階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00131242.html
139.620236855456909,35.669738614950063,206,上北沢保育園,保育園,区立保育園,上北沢4-25-3, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011782.html
139.601918321579006,35.67736870677475,207,烏山北保育園,保育園,区立保育園,北烏山3-13-35, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011790.html
139.611140938104228,35.666417475566007,208,八幡山保育園,保育園,区立保育園,粕谷2-22-3,芦花小中敷地内,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00122189.html
139.606434872189624,35.669440643563433,209,芦花保育園,保育園,区立保育園,南烏山2-30-17,101号,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011788.html
139.601365659218231,35.670868671755045,210,メネス保育園,保育園,保育室,南烏山4-16-16, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011813.html
139.60650629142782,35.671449303490206,211,芦花ゆりかご保育園,保育園,認証保育所,南烏山3-9-10,パークヒルズ1階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011889.html
139.601430016833376,35.666911325042065,212,子育てステーション烏山病児病後児保育室にこりんるーむ,保育園,病児・病後児保育室,南烏山5-17-5, , 
139.602200532541701,35.673897801409765,213,北烏山なごみ保育園,保育園,私立保育園,北烏山3-11-6, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00125115.html
139.627400341256418,35.666275929772631,214,小さなおうち保育園,保育園,私立保育園,上北沢3-1-20, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00125117.html
139.661432711855923,35.667578082615385,215,大原保育園,保育園,区立保育園,大原1-23-13, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011739.html
139.65373298483334,35.666586602111195,216,松原北保育園,保育園,区立保育園,松原1-11-4, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011741.html
139.654457888827665,35.669619086554704,217,アスク明大前保育園,保育園,認証保育所,松原1-50-15,ル・ポー松原2階,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011875.html
139.648507822730721,35.666435287196762,218,みどり幼稚園保育室,保育園,保育室,松原2-17-22, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011804.html
139.66969940927541,35.669539539171112,219,若竹保育園,保育園,区立保育園,北沢5-18-4, ,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011740.html
